,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,credit_limit_bins,Customer_Age_bins,Total_Revolving_Bal_bins,Dependent_count_bins,Months_on_book_bins,Months_Inactive_12_mon_bins,Total_Relationship_Count_bins,Contacts_Count_12_mon_bins,Total_Trans_Amt_bins,Avg_Open_To_Buy_bins,Total_Amt_Chng_Q4_Q1_bins,Total_Ct_Chng_Q4_Q1_bins,Total_Trans_Ct_bins,Avg_Utilization_Ratio_bins
1800,Existing Customer,M,High School,Married,$60K - $80K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1801,Existing Customer,M,Unknown,Married,$120K +,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1802,Existing Customer,M,Graduate,Married,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1803,Existing Customer,F,Post-Graduate,Married,Unknown,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1804,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1805,Existing Customer,M,Doctorate,Single,$60K - $80K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1806,Existing Customer,M,High School,Married,$120K +,Blue,mid,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1807,Existing Customer,F,High School,Divorced,Less than $40K,Blue,low,43 - 57,low,3 - 5,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1808,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1809,Existing Customer,M,Post-Graduate,Married,$40K - $60K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1810,Existing Customer,M,Uneducated,Married,$80K - $120K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1811,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1812,Existing Customer,M,Post-Graduate,Single,$40K - $60K,Blue,mid,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1813,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1814,Existing Customer,M,Graduate,Married,Less than $40K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
1815,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,26 - 42,low,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
1816,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1817,Existing Customer,M,Graduate,Married,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1818,Attrited Customer,F,Post-Graduate,Married,Less than $40K,Silver,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1819,Existing Customer,F,Uneducated,Unknown,Less than $40K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1820,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1821,Existing Customer,F,High School,Single,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
1822,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1823,Existing Customer,M,College,Single,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
1824,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1825,Existing Customer,M,Graduate,Single,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1826,Existing Customer,M,Graduate,Unknown,$60K - $80K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1827,Attrited Customer,M,Uneducated,Single,$80K - $120K,Blue,high,26 - 42,high,0 - 2,28 - 42,4 - 6,1 - 3,4 - 6,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
1828,Existing Customer,M,Post-Graduate,Unknown,$40K - $60K,Blue,low,43 - 57,high,3 - 5,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1829,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1830,Attrited Customer,F,Graduate,Divorced,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1831,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,26 - 42,mid,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1832,Existing Customer,M,Graduate,Single,$40K - $60K,Silver,mid,26 - 42,low,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1833,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1834,Existing Customer,F,High School,Married,Unknown,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1835,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,high,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1836,Existing Customer,M,Post-Graduate,Married,$60K - $80K,Blue,low,26 - 42,low,3 - 5,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1837,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1838,Existing Customer,M,Graduate,Married,$120K +,Blue,mid,26 - 42,mid,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1839,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1840,Attrited Customer,M,High School,Single,$60K - $80K,Blue,low,26 - 42,low,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1841,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,mid,26 - 42,low,0 - 2,28 - 42,1 - 3,4 ,4 - 6,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1842,Existing Customer,F,High School,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
1843,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1844,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,low,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1845,Existing Customer,M,Graduate,Married,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1846,Existing Customer,F,High School,Divorced,Less than $40K,Blue,low,26 - 42,low,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1847,Existing Customer,M,Doctorate,Single,$60K - $80K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1848,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1849,Existing Customer,F,High School,Married,Less than $40K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1850,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,low,57 +,low,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1851,Existing Customer,F,Post-Graduate,Single,Unknown,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
1852,Existing Customer,M,Uneducated,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,4 - 6,4 ,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1853,Existing Customer,M,College,Single,$120K +,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
1854,Existing Customer,F,Graduate,Married,Unknown,Blue,mid,43 - 57,high,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1855,Existing Customer,M,Post-Graduate,Single,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1856,Existing Customer,M,High School,Married,$40K - $60K,Blue,low,43 - 57,high,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1857,Existing Customer,F,Unknown,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1858,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1859,Existing Customer,M,College,Married,$80K - $120K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1860,Attrited Customer,F,Uneducated,Divorced,$40K - $60K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1861,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1862,Existing Customer,M,Post-Graduate,Married,Less than $40K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1863,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1864,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1865,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1866,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1867,Attrited Customer,M,High School,Married,$120K +,Blue,mid,26 - 42,low,0 - 2,13 - 27,1 - 3,1 - 3,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1868,Existing Customer,M,Uneducated,Married,$120K +,Blue,high,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
1869,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
1870,Existing Customer,F,Unknown,Divorced,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1871,Existing Customer,M,High School,Married,$60K - $80K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1872,Existing Customer,M,Uneducated,Married,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1873,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,high,low -mid,10 - 53,0.6 - 1
1874,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1875,Existing Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1876,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,low,0 - 2,28 - 42,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1877,Existing Customer,F,High School,Single,Unknown,Blue,mid,26 - 42,high,3 - 5,13 - 27,1 - 3,5 - 6,4 - 6,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1878,Attrited Customer,M,College,Divorced,$80K - $120K,Blue,high,43 - 57,low,0 - 2,28 - 42,4 - 6,1 - 3,4 - 6,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
1879,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1880,Attrited Customer,F,Graduate,Married,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1881,Existing Customer,M,High School,Single,$40K - $60K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1882,Existing Customer,M,College,Married,$120K +,Blue,mid,26 - 42,mid,3 - 5,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1883,Existing Customer,M,College,Married,$80K - $120K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1884,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1885,Existing Customer,M,High School,Divorced,$80K - $120K,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
1886,Existing Customer,M,Uneducated,Married,$60K - $80K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1887,Existing Customer,M,College,Married,$60K - $80K,Blue,mid,43 - 57,low,0 - 2,28 - 42,4 - 6,4 ,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1888,Existing Customer,M,High School,Single,Unknown,Blue,mid,26 - 42,low,0 - 2,28 - 42,4 - 6,1 - 3,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1889,Existing Customer,M,Unknown,Divorced,$80K - $120K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1890,Existing Customer,M,High School,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1891,Existing Customer,F,Post-Graduate,Married,Less than $40K,Blue,low,57 +,high,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1892,Existing Customer,F,College,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1893,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1894,Existing Customer,M,Graduate,Single,$120K +,Blue,high,43 - 57,mid,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
1895,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1896,Existing Customer,M,Unknown,Married,$120K +,Silver,high,43 - 57,high,0 - 2,28 - 42,1 - 3,1 - 3,4 - 6,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
1897,Existing Customer,F,High School,Married,Unknown,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1898,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,high,43 - 57,high,3 - 5,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,high,low -mid,low -mid,10 - 53,0 - 0.3
1899,Existing Customer,F,Graduate,Single,Less than $40K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1900,Existing Customer,M,College,Single,$60K - $80K,Blue,mid,26 - 42,mid,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1901,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1902,Existing Customer,M,College,Married,$40K - $60K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,4 ,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1903,Existing Customer,M,Graduate,Single,$80K - $120K,Blue,low,26 - 42,high,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1904,Existing Customer,F,Graduate,Married,Unknown,Blue,mid,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1905,Attrited Customer,M,Graduate,Married,$120K +,Blue,mid,26 - 42,low,0 - 2,28 - 42,4 - 6,1 - 3,4 - 6,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1906,Existing Customer,F,High School,Single,Unknown,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,4 ,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1907,Existing Customer,M,High School,Single,$60K - $80K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1908,Existing Customer,M,High School,Single,Less than $40K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1909,Existing Customer,M,Graduate,Single,$40K - $60K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1910,Existing Customer,M,College,Married,$80K - $120K,Blue,low,26 - 42,high,0 - 2,28 - 42,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.6 - 1
1911,Existing Customer,F,High School,Married,$40K - $60K,Blue,low,43 - 57,mid,3 - 5,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1912,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1913,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,low,26 - 42,mid,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1914,Existing Customer,M,High School,Single,Less than $40K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0 - 0.3
1915,Existing Customer,F,High School,Married,Less than $40K,Blue,low,57 +,mid,0 - 2,43 - 56,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1916,Existing Customer,M,Graduate,Single,$60K - $80K,Blue,low,26 - 42,low,0 - 2,13 - 27,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1917,Attrited Customer,M,High School,Married,Less than $40K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1918,Existing Customer,M,Doctorate,Married,$80K - $120K,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,1 - 3,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1919,Existing Customer,F,High School,Married,Unknown,Blue,mid,43 - 57,mid,3 - 5,43 - 56,1 - 3,4 ,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1920,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,mid,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,10 - 53,0 - 0.3
1921,Existing Customer,F,Graduate,Single,Unknown,Blue,low,43 - 57,mid,0 - 2,43 - 56,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1922,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1923,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,26 - 42,high,3 - 5,13 - 27,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1924,Existing Customer,M,Unknown,Divorced,$60K - $80K,Blue,high,43 - 57,mid,3 - 5,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,mid,low -mid,low -mid,54 - 96,0 - 0.3
1925,Existing Customer,F,Graduate,Single,Unknown,Silver,high,57 +,low,0 - 2,43 - 56,1 - 3,5 - 6,1 - 3,less than 6500,high,low -mid,low -mid,54 - 96,0 - 0.3
1926,Existing Customer,F,College,Married,Less than $40K,Blue,low,43 - 57,high,0 - 2,28 - 42,1 - 3,5 - 6,4 - 6,less than 6500,low,low -mid,low -mid,54 - 96,0.6 - 1
1927,Existing Customer,M,Graduate,Married,$60K - $80K,Blue,low,26 - 42,high,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,54 - 96,0.3 - 0.6
1928,Existing Customer,M,High School,Married,$80K - $120K,Blue,low,43 - 57,low,0 - 2,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1929,Existing Customer,F,Graduate,Married,Less than $40K,Blue,low,26 - 42,mid,0 - 2,13 - 27,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0.3 - 0.6
1930,Existing Customer,M,Graduate,Married,$40K - $60K,Blue,low,43 - 57,low,3 - 5,28 - 42,1 - 3,5 - 6,1 - 3,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
1931,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,low,43 - 57,mid,3 - 5,28 - 42,4 - 6,1 - 3,4 - 6,less than 6500,low,low -mid,low -mid,10 - 53,0 - 0.3
