name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sennheiser M2 IEG,,In Ear,"[15, 22]",True,False,Closed,Black / Red
Sennheiser MOMENTUM BLUE,,Supra-aural,"[16, 22]",True,False,Closed,Blue / Silver
Sennheiser MOMENTUM GREEN,,Supra-aural,"[16, 22]",True,False,Closed,Green
Sennheiser MOMENTUM PINK,,Supra-aural,"[16, 22]",True,False,Closed,Red / Silver
Sennheiser URBANITEBLACKG,,Supra-aural,,False,False,Closed,Black / White
Thermaltake HT-DRA007OEWH,,Circumaural,"[10, 22]",False,False,Closed,White
Thermaltake DRACCO,,Circumaural,"[10, 22]",False,False,Closed,Multicolor
Yamaha EPH-50BL,,Earbud,"[20, 21]",False,False,Closed,Black
Adesso Xtream H2B,,Supra-aural,"[140, 20]",False,True,Closed,Black / Red
Adesso Xtream H2W,,Supra-aural,"[140, 20]",False,True,Closed,Green / White
Altec Lansing Foldable OTH,,Supra-aural,,False,True,Closed,Red / White
Asus CINEVIBE/BLK,,Supra-aural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs Tactic3D Rage Wireless V2.0,,Circumaural,"[20, 20]",True,True,Closed,Black / Red
Creative Labs Tactic3D Rage V2.0,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs Sound Blaster Inferno,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs 70GH030000000,,Supra-aural,"[20, 20]",False,True,Closed,Black
Creative Labs Wireless V2.0,,Circumaural,"[20, 20]",True,True,Closed,Black / Red
Genius 31710188100,,Circumaural,,False,True,Closed,White
Genius 31710188101,,Circumaural,,False,True,Closed,Black
Genius 31710188102,,Circumaural,,False,True,Closed,Pink
Genius 31710188103,,Circumaural,,False,True,Closed,Blue
Gigabyte FORCE H3X,,Circumaural,"[20, 20]",True,False,Closed,Black
Klipsch KG-300,,Circumaural,"[16, 23]",True,True,Closed,Black
Mad Catz F.R.E.Q. 3,,Circumaural,"[20, 20]",False,False,Closed,Black / White
Mad Catz F.R.E.Q. 3,,Circumaural,"[20, 20]",False,False,Closed,Black / Silver
Mad Catz F.R.E.Q. 3,,Circumaural,"[20, 20]",False,False,Closed,Black / Red
Mad Catz TRI903570A04/02/1,,Circumaural,,True,False,Closed,Black / Blue
Mad Catz Titanfall F.R.E.Q.4D,,Circumaural,"[20, 20]",False,False,Closed,Orange / White
Mionix NASH 20,,Circumaural,"[20, 20]",True,False,Closed,Black
Philips SHB7000/BK,,Circumaural,,True,True,Closed,Black / Red
Philips SHB7000/WT,,Circumaural,,True,True,Closed,Blue / White
Plantronics GAMECOM 308,,Supra-aural,"[20, 20]",True,False,Closed,Black
Plantronics Blackwire C320-M,,Supra-aural,,True,False,Closed,Black
Plantronics RIG 7.1,,Circumaural,,True,False,Closed,Black / Red
PNY AUD-E-202-WH-A-RB,,In Ear,,False,False,Closed,White
Razer RZ04-00470100-R3U1,,Circumaural,,True,True,Closed,Black
Razer BlackShark,,Circumaural,,True,False,Closed,Black / Green
ROCCAT Kave XTD Stereo,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
ROCCAT Kave XTD Stereo Camo Charge,,Circumaural,"[20, 20]",True,False,Closed,Camo
ROCCAT Kave XTD Stereo Naval Storm,,Circumaural,"[20, 20]",True,False,Closed,Black / Gray
ROCCAT Kave XTD Stereo Desert Strike,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
ROCCAT Kulo,,Supra-aural,"[20, 20]",True,False,Closed,Black
Sennheiser CX 686G,,Earbud,"[18, 20]",False,False,Closed,Green
Sennheiser M2 AEG Ivory,,Circumaural,"[16, 22]",True,False,Closed,Black / White
Sennheiser M2 OEG Ivory,,Circumaural,"[16, 22]",True,False,Closed,Black / White
Sennheiser OCX 686G,,Earbud,"[18, 20]",False,False,Closed,Green
Sennheiser PMX 686G,,Earbud,"[18, 20]",False,False,Closed,Green
Skullcandy S5URDY-003,,Supra-aural,,False,False,Closed,Black
SteelSeries Siberia Elite,,Circumaural,"[16, 28]",True,False,Closed,Black
SteelSeries Elite World of Warcraft,,Circumaural,,True,False,Closed,Black / Silver
SteelSeries Elite Prism,,Circumaural,"[16, 28]",True,False,Closed,Black / White
SteelSeries Elite Prism,,Circumaural,"[16, 28]",True,False,Closed,Black
SteelSeries Siberia v3,,Circumaural,"[20, 20]",True,False,Closed,Black / White
Syba SHELL210,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Syba BT210,,Circumaural,"[20, 20]",True,True,Closed,Black / Red
Syba SHELL210,,Circumaural,"[20, 20]",True,False,Closed,Black / Gold
Syba PC210-I,,Circumaural,"[20, 20]",True,False,Closed,Black
TekNmotion Yapster Plus,,Circumaural,,True,False,Closed,Black
TekNmotion Yapster Plus,,Circumaural,,True,False,Closed,White
Thermaltake Cronos Team DK Edition,,Circumaural,,True,False,Closed,White
Thermaltake SHOCK,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Thermaltake SHOCK,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Thermaltake SHOCK,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Thermaltake SHOCK,,Circumaural,"[20, 20]",True,False,Closed,White
Thermaltake SHOCK,,Circumaural,"[20, 20]",True,False,Closed,Black / Yellow
Thermaltake SHOCK SPIN,,Circumaural,"[15, 20]",True,False,Closed,Black
Thermaltake SHOCK SPIN,,Circumaural,"[15, 20]",True,False,Closed,Black / Red
Thermaltake SHOCK SPIN,,Circumaural,"[15, 20]",True,False,Closed,Black / White
Thermaltake SYBARIS,,Circumaural,"[20, 20]",True,True,Closed,Black / Red
Thermaltake VERTO,,Circumaural,"[10, 22]",True,False,Closed,Black / Red
Turtle Beach DP11,,Circumaural,,True,False,Closed,Black / Red
Turtle Beach Titanfall Ear Force Atlas,,Circumaural,,True,False,Closed,Black / White
Turtle Beach EarForce Z2,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Turtle Beach Z11,,Circumaural,"[20, 20]",True,False,Closed,Black
Turtle Beach Ear Force XP Seven,,Circumaural,,True,False,Closed,Black / White
Turtle Beach Ear Force PX3,,Circumaural,,True,False,Closed,Black / Silver
Turtle Beach PX22,,Circumaural,,True,False,Closed,Black / Blue
Turtle Beach Call of Duty: Ghosts Ear Force Spectre,,Circumaural,,True,False,Closed,Black / White
Turtle Beach Heroes of the Storm,49.95,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Turtle Beach TBS-4256-01,,Circumaural,,True,False,Closed,Black / Blue
Turtle Beach Z60,,Circumaural,,True,False,Closed,Black / Red
Turtle Beach Recon 320,131.55,Circumaural,"[20, 20]",True,False,Closed,Black / Red
V7 HS2000-35-BLK-9NC,,Supra-aural,"[20, 20]",True,False,Closed,Black
V7 HS2000-35-WHT-9NC,,Circumaural,"[20, 20]",True,False,Closed,White
V7 HS6000-BT-BLK-9NC,,Supra-aural,"[20, 20]",True,True,Closed,Black / Silver
V7 HS6000-BT-WHT-9NC,,Supra-aural,"[20, 20]",True,True,Closed,White
Zalman ZM-HPS10BT,,Supra-aural,"[100, 20]",True,False,Closed,Black
Klipsch Image X5,,Earbud,"[10, 19]",False,False,Closed,Black / Silver
Klipsch R6i White,,In Ear,,False,False,Closed,White
Klipsch R6m,,In Ear,,True,False,Closed,Black
Klipsch R6 White,,In Ear,,False,False,Closed,White
Sennheiser CX 3.00 White,,Earbud,,False,False,Closed,White
Sennheiser CX 5.00G White,,In Ear,,True,False,Closed,White
Sennheiser M2 AEG Black,,Circumaural,"[16, 22]",True,False,Closed,Black / Silver
Sennheiser M2 OEG Black,,Supra-aural,"[16, 22]",True,False,Closed,Black / Silver
Bose 625946-0010,,In Ear,,True,False,Closed,Blue / White
Bose 625946-0020,,In Ear,,True,False,Closed,Green
Bose 625946-0010,,In Ear,,True,False,Closed,Blue / White
Rosewill E-210-WH,,Earbud,"[10, 22]",True,False,Closed,White
Rosewill E-340,,Earbud,"[12, 22]",False,False,Closed,Black
Rosewill E-360-BKR,,Earbud,"[10, 22]",False,False,Closed,Black / Red
Rosewill E-360-BLE,,Earbud,"[10, 22]",False,False,Closed,Blue
Rosewill E-860,,Earbud,"[12, 22]",False,False,Closed,Black / Silver
TAKSTAR HI-2050,,Circumaural,"[15, 25]",False,False,Open,Black / Silver
JayBird BlueBuds X Sport,,In Ear,"[20, 20]",False,True,Closed,Black / Silver
Astro A38,,Supra-aural,"[15, 20]",True,True,Closed,Black / Blue
Astro A40,,Circumaural,"[20, 21]",True,False,Closed,Black / Silver
Astro A40,,Circumaural,"[20, 21]",True,False,Closed,Orange / White
Astro A40,,Circumaural,"[20, 21]",True,False,Closed,Orange / White
Asus STRIX DSP,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Audio-Technica ATH-AG1,,Circumaural,"[5, 35]",True,False,Closed,Black / Gold
Corsair Gaming H2100,,Circumaural,"[20, 20]",True,True,Closed,Black / Yellow
Creative Labs EVO Zx,,Supra-aural,"[20, 20]",True,True,Closed,Black / Red
Creative Labs DRACO HS880,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
CTA Digital US-UGH,,Circumaural,"[20, 20]",True,False,Closed,Black
Cyber Acoustics AC-8003,,Supra-aural,"[20, 20]",True,False,Closed,Black / Silver
Func HS-260,,Circumaural,,True,False,Closed,Black / White
Genius Junceus HS-G650,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Klipsch KG-300,,Circumaural,"[16, 23]",True,True,Closed,Black
Mad Catz F.R.E.Q.9,,Circumaural,,True,True,Closed,Black / Red
Mad Catz F.R.E.Q.TE,,Circumaural,,True,False,Closed,Black / Blue
Panasonic RP-DJS150M-K,,Supra-aural,,True,False,Closed,Black
Panasonic RP-DJS150M-W,,Supra-aural,,True,False,Closed,White
Plantronics 202239-01,,Supra-aural,,True,False,Closed,Black / Silver
Plantronics GAMECOM 818,,Circumaural,,True,True,Closed,Black / Orange
Plantronics 89918-79,,Supra-aural,,True,False,Closed,Black
Plantronics .AUDIO 646 DSP,,Supra-aural,,True,False,Closed,Black / Blue
Sennheiser M2 AEi Ivory,,Circumaural,"[16, 22]",True,False,Closed,Brown
Sennheiser M2 OEi Ivory,,Circumaural,"[16, 22]",True,False,Closed,Brown
Sony 3000398,,Supra-aural,,True,False,Closed,Black / Blue
SteelSeries Siberia v2 DOTA 2,,Circumaural,"[18, 28]",True,False,Closed,Black / Red
SteelSeries Siberia X300,,Circumaural,,True,False,Open,Black
SteelSeries Siberia P300,,Circumaural,,True,False,Open,Black
SteelSeries Siberia X300,,Circumaural,,True,False,Open,Black
SteelSeries Siberia P100,,Circumaural,,True,False,Closed,Black
Turtle Beach TBS232001,,Circumaural,"[20, 20]",True,False,Semi-open,Black / Green
Feenix Aria,,Circumaural,"[10, 26]",False,False,Closed,Brown / Black
Feenix Aria,,Circumaural,,True,False,Closed,Brown / Black
Creative Labs H3,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Creative Labs P5,,Earbud,,True,False,Closed,Black / Red
G.Skill RIPJAWS SR910,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
IOGEAR GHG700,,Circumaural,"[20, 20]",True,False,Closed,Black / White
Kensington k33323ww,,Supra-aural,,True,False,Closed,Black
HP Cloud Freestyle,,Circumaural,"[15, 25]",True,False,Closed,Black / White
HP Cloud II,,Circumaural,"[15, 25]",True,False,Closed,Black / Red
Plantronics Gamecom 780,,Circumaural,,True,False,Closed,Black / Red
ROCCAT ALUMA,,Earbud,"[20, 20]",True,False,Closed,Black / Blue
SteelSeries Siberia 650,,Circumaural,"[16, 28]",True,False,Closed,Black / Orange
SteelSeries Siberia X800,,Circumaural,,True,True,Closed,Black / Orange
SteelSeries Siberia P800,,Circumaural,,True,True,Closed,Black / Orange
SteelSeries Siberia 150,,Circumaural,,True,False,Closed,Black / Orange
SteelSeries Siberia 200,,Circumaural,"[10, 28]",True,False,Closed,Black / Gold
SteelSeries Siberia 800,,Circumaural,"[20, 20]",True,True,Closed,Black / Orange
Thermaltake CRONOS AD,,Circumaural,"[20, 22]",True,False,Closed,Black / Red
Koss UR55,,Circumaural,"[18, 22]",False,False,Open,Brown / Black
JVC HA-RX300,,Circumaural,"[12, 22]",False,False,Closed,Black
Sentey GS-4731,,Circumaural,"[20, 20]",True,False,Open,Black / White
Corsair VOID,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Pioneer SE-A1000,,Circumaural,"[10, 30]",False,False,Closed,Black / Silver
Naztech i9BT,,Circumaural,,True,True,Closed,Black / Silver
Audio-Technica ATH-ADG1X,,Circumaural,"[5, 35]",True,False,Open,Black / Blue
Smartaudios E1,,Circumaural,"[20, 20]",True,False,Closed,Brown / Black
Sennheiser Momentum 2.0,,Circumaural,"[16, 22]",True,False,Closed,Black
Audio-Technica ATH-E50,,In Ear,"[20, 18]",False,False,Closed,Black
Audio-Technica ATH-E70,,In Ear,"[20, 19]",False,False,Closed,Black / Red
Audio-Technica ATH-IM01,,In Ear,"[20, 15]",False,False,Closed,Transparent
Audio-Technica ATH-IM02,,In Ear,"[20, 16]",False,False,Closed,Transparent
Audio-Technica ATH-IM50,,In Ear,"[5, 25]",False,False,Closed,White / Black
Audio-Technica ATH-IM70,,In Ear,"[5, 26]",False,False,Closed,Red / Black
Plantronics RIG 600,,Circumaural,"[20, 20]",True,False,Closed,Black / Gold
Trust GXT 363 (FF Packaging),,Circumaural,"[20, 2]",True,False,Closed,Black / Blue
Philips SHL3095BK/94,,Supra-aural,"[10, 22]",True,False,Closed,Black
SoundMAGIC HP150,,Circumaural,"[10, 35]",False,False,Closed,Black
SteelSeries Siberia 350 (Black/Orange),,Circumaural,"[20, 28]",True,False,Closed,Black / Orange
Corsair VOID,252.98,Circumaural,"[20, 20]",True,False,Closed,White / Black
Razer Adaro,,In Ear,"[20, 20]",False,False,Closed,Black / Green
Sunbeam SEB-2014,,In Ear,,True,False,Closed,Purple
Sunbeam SEB-2014,,In Ear,,True,False,Closed,Black / Orange
Sunbeam SEB-2014,,In Ear,,True,False,Closed,Black / Red
Sunbeam SEB-2014,,In Ear,,False,False,Closed,Black
Klipsch R6m,,In Ear,"[10, 19]",True,False,Closed,Black / Silver
Panasonic RPHJX20-K,25.0,In Ear,,False,False,Closed,Black
Panasonic RPHJX5-R,,In Ear,,False,False,Closed,Black / Red
ARCTIC P533 PENTA,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Creative Labs Sound Blaster Tactic3D Alpha,,Circumaural,,True,False,Closed,Black
Creative Labs Sound Blaster Tactic3D Sigma,,Circumaural,,True,False,Closed,Black
Creative Labs Sound BlasterX H3,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Corsair VOID PRO Surround (Black/Red),,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Hercules HDP DJ-Pro M1001,,Circumaural,"[5, 30]",False,False,Closed,Black / Blue
Cyber Acoustics AC-968,37.81,Circumaural,"[20, 20]",True,False,Closed,Black
Sennheiser M2 OEi Black,,Supra-aural,"[16, 22]",True,False,Closed,Black / Silver
Sennheiser M2 OEi Brown,,Supra-aural,"[16, 22]",True,False,Closed,Brown / Black
Sennheiser M2 AEi Black,,Supra-aural,"[16, 22]",True,False,Closed,Black / Silver
Sennheiser M2 OEBT Black,,Supra-aural,,False,True,Closed,Black / Silver
SteelSeries Siberia 200,,Circumaural,"[10, 28]",True,False,Closed,White / Black
SteelSeries Siberia 200,,Circumaural,"[10, 28]",True,False,Closed,Black / Purple
SteelSeries Siberia 200,,Circumaural,"[10, 28]",True,False,Closed,Black / Orange
Sony XBA-NC85D,,In Ear,"[5, 20]",False,False,Closed,Black
Skullcandy S6HSGY-378,,Circumaural,,False,False,Closed,White / Black
Skullcandy S6HSGY-384,,Circumaural,,False,False,Closed,White / Black
Turtle Beach XP510,,Circumaural,"[20, 20]",True,True,Closed,Black / Green
Sennheiser M2 AEBT Black,,Circumaural,"[16, 22]",True,True,Closed,Black / Silver
Skullcandy S6HSGY-367,,Circumaural,,False,False,Closed,Camo
Sennheiser GSP 303,,Circumaural,"[15, 26]",True,False,Closed,Black / Red
Cougar MEGARA,,Earbud,"[20, 20]",True,False,Closed,Black / Orange
Cougar IMMERSA,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Corsair HS50,157.44,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Monoprice Monolith M560,,Circumaural,"[16, 40]",False,False,Closed,Black / Brown
Monoprice Monolith M565,,Circumaural,"[10, 45]",False,False,Open,Black / Brown
Panasonic RP-HJE125-Y,9.99,Earbud,,False,False,Closed,Yellow
Panasonic RP-HJE125-Z,9.99,Earbud,,False,False,Closed,Blue
Sades A70,,Circumaural,"[20, 20]",True,False,Closed,White / Blue
Audio-Technica ATH-WS1100IS,,Circumaural,"[5, 40]",True,False,Semi-open,
Logitech G933 Artemis Spectrum Andromeda,,Circumaural,"[20, 20]",True,True,Closed,White / Blue
LyxPro HAS-30,,Circumaural,"[15, 26]",False,False,Closed,Black
Corsair HS70 SE,,Circumaural,,True,True,Closed,Black / Beige
Sony WHH900N/R,,Circumaural,,False,True,Closed,Red
Sony WHH900N/L,,Circumaural,,False,True,Closed,Gray
Razer Electra V2 USB,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
SIVGA SVIGA SV007,,Circumaural,"[20, 20]",False,False,Closed,Brown / Black
Logitech G433 (Blue),,Circumaural,"[20, 20]",True,False,Open,Blue
House of Marley Buffalo Soldier,,Supra-aural,,True,True,Closed,Beige / Black
LucidSound LS25,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Cougar Phontum,,Circumaural,"[20, 20]",True,False,Closed,Black / Orange
Adesso Xtream G3,79.03,Circumaural,"[15, 20]",True,False,Closed,Black / Blue
ADATA XPG EMIX H20,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
Inland 6000,,Circumaural,"[20, 20]",True,False,Closed,Silver / Black
Cougar PHONTUM ESSENTIAL,33.99,Circumaural,"[20, 20]",True,False,Closed,Black
Aula SI-G91V,,Circumaural,,True,False,Closed,Black / Blue
JVC HA-ENR15-B-K,17.05,Earbud,,True,False,Closed,Black / Red
Creative Labs SUPER X-FI AIR C,,Circumaural,"[20, 20]",True,False,Closed,Black / Blue
Inland 87070,,Supra-aural,"[20, 20]",True,False,Closed,Black
Corsair HS50 PRO STEREO,,Circumaural,"[20, 20]",True,False,Closed,Black / Green
Kensington 33323,,Supra-aural,,True,False,Closed,Black
Syba Oblanc U.F.O.,,Circumaural,"[20, 18]",True,False,Closed,Black
Cyber Acoustics ACM-6005,17.45,Supra-aural,,False,False,Closed,Black
Audio-Technica ATH-SR50BTBW,,Circumaural,"[5, 40]",True,True,Closed,White / Silver
Corsair VOID ELITE SURROUND,,Circumaural,"[20, 30]",True,False,Closed,Black / Red
Acer Predator Galea 300,,Circumaural,"[20, 20]",True,False,Closed,Black
Audio-Technica SonicFuel CKR30iS,,In Ear,"[5, 24]",True,False,Closed,White
Audio-Technica SonicFuel CLR100iS,,In Ear,"[20, 25]",True,False,Closed,Pink
Audio-Technica Solid Bass CKS550iS,,In Ear,"[5, 24]",True,False,Closed,Blue
Audio-Technica Solid Bass CKS550iS,,In Ear,"[5, 24]",True,False,Closed,Red
Audio-Technica Sound Reality CKR90iS,,In Ear,"[5, 42]",True,False,Closed,Black
Sennheiser SC 260 USB CTRL II,,Supra-aural,"[50, 18]",True,False,Closed,
Sennheiser SC 75 USB CTRL,,Supra-aural,"[60, 16]",True,False,Closed,Black
Plantronics Blackwire 5220,83.99,Supra-aural,"[20, 20]",True,False,Closed,Red / Black
ROCCAT Cross Headset + Modulok Modular Headset Stand,,Circumaural,"[20, 20]",True,False,Closed,Black
Syba GamesterGear Cruiser,,Circumaural,"[20, 20]",True,False,Closed,Black / Silver
Plantronics Blackwire C720,,Supra-aural,"[20, 20]",True,False,Closed,Silver / Black
Trust GXT 333 GOIYA,,Circumaural,"[20, 20]",True,False,Closed,Black
Mionix NASH-20,,Circumaural,,True,False,Semi-open,Black
Sennheiser SC 70 USB CTRL,,Supra-aural,"[60, 16]",True,False,Closed,Black / Silver
Sennheiser Century SC 660,,Supra-aural,,True,False,Closed,Silver / Black
Rosewill NEBULA GX51,,Circumaural,"[20, 20]",True,False,Closed,Black
HP HyperX Cloud Orbit,,Circumaural,"[10, 50]",True,False,Closed,Black / Gray
Hunterspider V1,,Circumaural,"[20, 20]",True,True,Closed,Red / Black
Philips ActionFit,,In Ear,"[20, 20]",False,True,Closed,
HiFiMAN TWS600,,In Ear,"[20, 20]",False,True,Closed,Black
ADATA EMIX H30 SE,,Circumaural,"[20, 20]",True,False,Closed,Black / Red
DROP DROP + HIFIMAN HE-35X,,Circumaural,"[20, 20]",False,False,Open,Black
DROP Massdrop x HiFiMAN Edition XX,,Circumaural,"[8, 50]",False,False,Open,Black / Silver
DROP Drop + MrSpeakers Ether CX,,Circumaural,"[30, 5]",False,False,Closed,Black
DROP MASSDROP X KOSS ESP/95X ELECTROSTATIC SYSTEM,,Circumaural,"[8, 35]",False,False,Open,Black
DROP Massdrop x NuForce EDC,,In Ear,"[20, 40]",False,False,Closed,Translucent Blue
DROP Massdrop x NuForce EDC3,,In Ear,"[20, 40]",False,False,Closed,Translucent Blue
DROP Massdrop x NuForce Stride,,In Ear,"[20, 20]",True,True,Closed,Black
DROP Massdrop X MEE Audio Pinnacle Px,,In Ear,"[20, 20]",True,False,Closed,Black
DROP Massdrop x MEE Audio Planamic,,In Ear,"[20, 20]",True,False,Closed,Black
Final A8000,,In Ear,,False,False,Closed,Silver / Black
Final Adagio II,,Earbud,,False,False,Closed,Black
Final Adagio II,,Earbud,,False,False,Closed,Beige
Final Adagio II,,Earbud,,False,False,Closed,Blue
Final Adagio III,,Earbud,,False,False,Closed,Black
Final Adagio III,,Earbud,,False,False,Closed,Red / White
Final Adagio V,,Earbud,,False,False,Closed,Silver / Black
Final E1000,,Earbud,,False,False,Closed,Red / Black
Final E1000,,Earbud,,False,False,Closed,Blue / Black
Final E1000C,,Earbud,,False,False,Closed,Black
Final F3100,,Earbud,,False,False,Closed,Black
Final F4100,,Earbud,,False,False,Closed,Black
Final F7200,,Earbud,,False,False,Closed,Silver / Black
Final FI-BA-SS,,Earbud,,False,False,Closed,Silver / Black
Final FI-BA-SST,,Earbud,,False,False,Closed,Silver / White
Final Heaven II,,Earbud,,False,False,Closed,Silver / Black
Final Heaven II,,Earbud,,False,False,Closed,Silver / Blue
Final Heaven IV,,Earbud,,False,False,Closed,Silver / Black
Final Heaven IV,,Earbud,,False,False,Closed,Silver / White
Final Heaven IV,,Earbud,,False,False,Closed,Silver / Purple
Final Heaven V aging,,Earbud,,False,False,Closed,Copper / Black
Final Heaven V,,Earbud,,False,False,Closed,Silver / Black
Final Heaven VI,,Earbud,,False,False,Closed,Gold / Black
Final Heaven VI,,Earbud,,False,False,Closed,Silver / Black
Final Heaven VII,,Earbud,,False,False,Closed,Black
Final Heaven VII,,Earbud,,False,False,Closed,Silver / Black
Final Heaven VIII,,Earbud,,False,False,Closed,Gold / Black
Final Piano Forte II,,Earbud,,False,False,Closed,Brown / Beige
Final Piano Forte II,,Earbud,,False,False,Closed,Blue / Black
Final Piano Forte VIII,,In Ear,,False,False,Closed,Gold
Final Piano Forte IX,,In Ear,,False,False,Closed,Silver
Final Piano Forte X,,In Ear,,False,False,Closed,Silver
Final SONOROUS II,,Circumaural,,False,False,Closed,Black / Silver
